"","company_category_code","funded_year","raised_amount_usd"
"21249","enterprise",2011,4e+07
"21250","network_hosting",2011,4500000
"21251","public_relations",2011,6e+06
"21252","enterprise",2011,8500000
"21253","analytics",2011,1.5e+07
"21254","analytics",2011,6e+06
"21255","software",2011,3500000
"21256","social",2011,1100000
"21257","software",2011,2e+06
"21258","ecommerce",2011,1250000
"21259","enterprise",2009,1.1e+07
"21260","enterprise",2011,1.1e+07
"21261","messaging",2011,7500000
"21262","security",2011,9200000
"21263","enterprise",2011,10500000
"21264","software",2011,5e+05
"21265","software",2011,2500000
"21266","finance",2011,2e+07
"21267","software",2011,1e+07
"21268","enterprise",2011,1.4e+07
"21269","enterprise",2011,8e+06
"21270","enterprise",2011,1500000
"21271","analytics",2011,4e+06
"21272","mobile",2011,3e+07
"21273","enterprise",2011,5500000
"21274","games_video",2011,1e+06
"21275","enterprise",2011,1.5e+07
"21276","enterprise",2011,1620000
"21277","analytics",2011,9300000
"21278","enterprise",2011,6500000
"21279","enterprise",2012,1400000
"21280","enterprise",2012,NA
"21281","enterprise",2012,2e+07
"21282","analytics",2012,2500000
"21283","enterprise",2012,11500000
"21284","software",2012,19500000
"21285","search",2012,1.8e+07
"21286","software",2012,1e+07
"21287","software",2012,1400000
"21288","travel",2012,1.5e+07
"21289","security",2012,26500000
"21290","software",2012,1.2e+07
"21291","enterprise",2012,2e+07
"21292","messaging",2012,1.1e+07
"21293","web",2012,1e+06
"21294","analytics",2012,1e+07
"21295","enterprise",2012,6.5e+07
"21296","analytics",2012,2e+06
"21297","software",2013,1950000
"21298","enterprise",2013,8e+06
"21299","public_relations",2013,3e+06
"21300","software",2013,1.6e+07
"21301","enterprise",2013,2.5e+07
"21302","software",2013,8e+06
"21303","analytics",2013,1.5e+07
"21304","other",2013,NA
"21305","mobile",2011,7600000
"21306","mobile",2011,6400000
"21307","mobile",2012,1850000
"21308","semiconductor",2006,1.4e+07
"21309","semiconductor",2013,2500000
"21310","cleantech",2012,3e+06
"21311","software",2007,4e+06
"21312","software",2005,8300000
"21313","advertising",2011,6e+05
"21314","cleantech",2008,18500000
"21315","social",2007,6e+06
"21316","software",2008,2400000
"21317","cleantech",2009,6400000
"21318","cleantech",2008,6300000
"21319","software",2007,4e+06
"21320","cleantech",2007,4100000
"21321","software",2005,8300000
"21322","advertising",2011,1500000
"21323","cleantech",2011,2e+07
"21324","social",2011,1200000
"21325","software",2011,2e+06
"21326","biotech",2011,1e+07
"21327","social",2013,2.3e+07
"21328","analytics",2007,1.5e+07
"21329","analytics",2008,3e+07
"21330","search",2010,6500000
"21331","analytics",2006,8e+06
"21332","analytics",2010,7500000
"21333","advertising",2009,NA
"21334","games_video",2009,NA
"21335","search",2012,12600000
"21336","software",2012,2800000
"21337","search",2013,42800000
"21338","enterprise",2013,3e+06
"21339","search",2008,NA
"21340","analytics",2011,NA
"21341","mobile",2013,NA
"21342","social",2008,4100000
"21343","software",2009,4100000
"21344","software",2008,NA
"21345","enterprise",2008,1.3e+07
"21346","finance",2010,NA
"21347","software",2009,14500000
"21348","semiconductor",2010,10400000
"21349","software",2007,4e+06
"21350","security",2006,2500000
"21351","enterprise",2006,8e+06
"21352",NA,2006,1.2e+07
"21353",NA,2005,5e+06
"21354","enterprise",2005,1e+07
"21355","news",2010,2500000
"21356","security",2011,1.2e+07
"21357","software",2011,5e+05
"21358","software",2011,7500000
"21359","enterprise",2011,2200000
"21360","messaging",2010,150000
"21361","sports",2011,NA
"21362","enterprise",2012,4e+06
"21363","enterprise",2012,2150000
"21364","games_video",2011,7200000
"21365","news",2013,2.6e+07
"21366","cleantech",2013,1.25e+08
"21367","web",2000,1e+07
"21368","web",2000,3.6e+07
"21369",NA,2002,1e+07
"21370","cleantech",2008,5850400
"21371","cleantech",2010,3.8e+07
"21372","software",2007,10150000
"21373","software",2013,1.7e+07
"21374","web",2009,4e+05
"21375","enterprise",2009,1400000
"21376","cleantech",2010,NA
"21377","web",2011,2e+05
"21378","analytics",2007,5450000
"21379","semiconductor",2007,5100000
"21380","software",2001,NA
"21381","hardware",2008,1.3e+07
"21382","semiconductor",2009,1e+07
"21383","nanotech",2008,9e+06
"21384","cleantech",2008,1.3e+07
"21385","games_video",2009,1200000
"21386","analytics",2009,NA
"21387","software",2009,6e+06
"21388","security",2009,5e+06
"21389","software",2009,8800000
"21390","software",2009,3440000
"21391","cleantech",2006,NA
"21392","software",2009,NA
"21393","enterprise",2008,NA
"21394","enterprise",2009,NA
"21395","semiconductor",2009,NA
"21396","software",2009,2200000
"21397","analytics",2009,2e+06
"21398","nanotech",2009,14500000
"21399","nanotech",2005,1.2e+07
"21400","biotech",2006,4500000
"21401","biotech",2009,18100000
"21402","security",2009,NA
"21403","enterprise",2009,NA
"21404","analytics",2010,2.2e+07
"21405","software",2007,1.5e+07
"21406","software",2007,6300000
"21407","enterprise",2006,1e+07
"21408","security",2006,1e+07
"21409","software",2007,2e+05
"21410","software",2005,6e+06
"21411","public_relations",2005,8400000
"21412","enterprise",2013,1.2e+07
"21413","software",2010,NA
"21414","nanotech",2005,41500000
"21415","mobile",2005,1e+07
"21416","medical",2010,NA
"21417","enterprise",2011,4e+07
"21418","biotech",2011,15600000
"21419","other",2011,NA
"21420","analytics",2011,6e+06
"21421","analytics",2009,2200000
"21422","nanotech",2011,2.2e+07
"21423","cleantech",2011,2e+07
"21424","software",2011,7200000
"21425","semiconductor",2011,1.8e+07
"21426","biotech",2011,4e+07
"21427","analytics",2010,6700000
"21428","analytics",2012,1.2e+07
"21429","enterprise",2012,NA
"21430","software",2012,2e+07
"21431","biotech",2012,18500000
"21432","enterprise",2012,6.5e+07
"21433","nanotech",2013,2e+07
"21434","enterprise",2012,NA
"21435","security",2013,18500000
"21436","biotech",2009,2e+06
"21437","design",2011,370000
"21438",NA,2008,6500000
"21439","advertising",2013,NA
"21440","software",2012,9e+05
"21441","design",2011,370000
"21442","software",2013,1300000
"21443","biotech",2013,6433000
"21444","biotech",2009,1e+06
"21445","medical",2009,27400000
"21446","biotech",2011,2.2e+07
"21447","medical",2011,3e+07
"21448","health",2012,1.2e+07
"21449","biotech",2013,9787000
"21450","biotech",2013,NA
"21451","advertising",2007,8900000
"21452","advertising",2006,1200000
"21453","advertising",2009,5500000
"21454","ecommerce",2007,2e+07
"21455","public_relations",2005,14600000
"21456","software",2013,1e+05
"21457","hospitality",2013,2e+06
"21458","network_hosting",2007,2.2e+07
"21459","advertising",2008,NA
"21460","games_video",2007,4.5e+07
"21461","advertising",2007,5e+06
"21462","advertising",2006,1e+07
"21463","advertising",2006,4e+07
"21464","ecommerce",2007,3e+07
"21465","ecommerce",2006,2e+07
"21466","games_video",2007,17500000
"21467","mobile",2006,5100000
"21468","cleantech",2007,12600000
"21469","cleantech",2007,4300000
"21470","advertising",2007,3100000
"21471","search",2004,1e+06
"21472","enterprise",2003,19500000
"21473","advertising",2008,15500000
"21474","software",2008,2500000
"21475","advertising",2008,12700000
"21476","analytics",2012,2.3e+07
"21477","analytics",2006,2.4e+07
"21478","analytics",2005,1.3e+07
"21479","games_video",2008,15750000
"21480","web",2008,NA
"21481","web",2007,2400000
"21482","mobile",2008,1.2e+07
"21483","advertising",2008,8e+07
"21484","software",2007,1.6e+07
"21485","software",2004,1.2e+07
"21486","software",2006,2e+07
"21487","software",2004,8e+06
"21488","web",2006,2300000
"21489","web",2007,5700000
"21490","software",2006,7e+06
"21491","web",2008,12500000
"21492","cleantech",2008,34500000
"21493","enterprise",2008,1.3e+07
"21494","enterprise",2006,7e+06
"21495","ecommerce",2009,1.5e+07
"21496","advertising",2009,1e+07
"21497","biotech",2009,1.1e+07
"21498","analytics",2008,47500000
"21499","semiconductor",2009,1.5e+07
"21500","legal",2009,NA
"21501","other",2005,1.6e+07
"21502","other",2004,6e+06
"21503","games_video",2009,24840864
"21504","mobile",2010,2.5e+07
"21505","web",2010,3500000
"21506","hardware",2007,2e+06
"21507","semiconductor",2007,31500000
"21508","finance",2010,7500000
"21509",NA,2006,16660000
"21510","enterprise",2010,1.1e+07
"21511","software",2010,9e+06
"21512","ecommerce",2010,NA
"21513","web",2010,38500000
"21514","news",2010,10500000
"21515","ecommerce",2010,2e+07
"21516","analytics",2010,3e+06
"21517",NA,2005,14200000
"21518","enterprise",2010,1.3e+07
"21519","enterprise",2010,2.5e+07
"21520","ecommerce",2010,6e+06
"21521","hardware",2005,1.5e+07
"21522","hardware",2005,2940000
"21523","cleantech",2010,1.5e+07
"21524","fashion",2010,NA
"21525","enterprise",2010,8500000
"21526","mobile",2010,2.5e+07
"21527","biotech",2010,1.3e+07
"21528","security",2010,19500000
"21529","hospitality",2010,5e+06
"21530","enterprise",2011,4e+06
"21531","mobile",2010,2500000
"21532","mobile",2011,8650000
"21533","web",2011,17500000
"21534","biotech",2011,NA
"21535","biotech",2011,2.1e+07
"21536","cleantech",2011,4.2e+07
"21537","software",2011,1.2e+07
"21538","news",2011,5e+07
"21539","software",2011,13750000
"21540","web",2011,5500000
"21541","web",2011,2e+06
"21542","enterprise",2011,10500000
"21543","enterprise",2009,8e+06
"21544","biotech",2011,1e+06
"21545","fashion",2011,3e+06
"21546","network_hosting",2011,1.6e+07
"21547","enterprise",2011,NA
"21548","software",2011,2.5e+08
"21549","enterprise",2011,1500000
"21550","security",2011,4e+07
"21551","analytics",2011,1.1e+07
"21552","web",2011,NA
"21553","software",2011,3.6e+07
"21554","ecommerce",2011,5100000
"21555","software",2011,NA
"21556","web",2011,3.5e+07
"21557","fashion",2012,1.8e+07
"21558","travel",2011,NA
"21559","fashion",2012,9e+06
"21560","analytics",2012,9500000
"21561","mobile",2012,3e+07
"21562","ecommerce",2012,1250000
"21563","ecommerce",2012,4e+07
"21564","cleantech",2012,11750000
"21565","web",2012,910000
"21566","cleantech",2012,5e+07
"21567","web",2012,5e+06
"21568","web",2012,1e+07
"21569","ecommerce",2012,6200000
"21570","software",2012,2e+07
"21571","photo_video",2012,1e+06
"21572","enterprise",2012,4e+07
"21573","cleantech",2012,1.6e+07
"21574","fashion",2012,4e+07
"21575","photo_video",2011,8e+05
"21576","mobile",2012,1e+06
"21577","software",2012,6e+07
"21578","photo_video",2012,1300000
"21579","ecommerce",2012,2e+07
"21580","music",2012,1e+06
"21581","software",2012,2.5e+07
"21582","analytics",2012,6e+06
"21583","software",2012,6200000
"21584","ecommerce",2012,4.2e+07
"21585","mobile",2013,1500000
"21586","biotech",2013,2.5e+07
"21587","advertising",2013,25011200
"21588","ecommerce",2013,5e+06
"21589","fashion",2013,2e+07
"21590","finance",2013,2e+07
"21591","software",2012,6800000
"21592","ecommerce",2013,3e+07
"21593","hardware",2013,5e+07
"21594","analytics",2013,NA
"21595","biotech",2013,2.8e+07
"21596","enterprise",2011,2.5e+07
"21597","ecommerce",2013,6300000
"21598","finance",2013,2.5e+07
"21599","web",2013,1e+06
"21600","biotech",2013,2e+07
"21601","other",2013,1e+06
"21602","ecommerce",2012,680000
"21603","enterprise",2013,1.5e+08
"21604","software",2013,5e+07
"21605",NA,2013,1800000
"21606","software",2013,2.6e+07
"21607","web",2013,3e+06
"21608","advertising",2012,9e+05
"21609","enterprise",2010,5e+06
"21610","mobile",2013,4e+06
"21611","enterprise",2009,2e+06
"21612","web",2006,6e+05
"21613","web",2007,3e+06
"21614","web",2008,6e+06
"21615","semiconductor",2007,3.3e+07
"21616","software",2007,9e+06
"21617","software",2008,2e+07
"21618","enterprise",2009,7.5e+07
"21619","software",2008,1.7e+07
"21620","advertising",2010,5e+06
"21621","consulting",2011,3e+07
"21622","news",2012,3e+06
"21623","software",2006,1.5e+07
"21624","enterprise",2008,1500000
"21625","cleantech",2008,5e+06
"21626","other",2006,7100000
"21627","security",2010,2.3e+07
"21628","software",2006,11500000
"21629","enterprise",2005,9500000
"21630","security",2012,1e+08
"21631","travel",2012,7500000
"21632","cleantech",2012,1.5e+07
"21633","finance",2013,1.7e+07
"21634","mobile",2013,1e+07
"21635","enterprise",2013,8e+06
"21636","ecommerce",2013,5e+06
"21637","biotech",2005,1e+06
"21638","health",2013,1.1e+07
"21639","cleantech",2008,1.5e+07
"21640","cleantech",2008,10500000
"21641","cleantech",2011,13500000
"21642","semiconductor",2008,29200000
"21643","semiconductor",2007,16800000
"21644","software",2006,5400000
"21645","public_relations",2006,2.5e+07
"21646","public_relations",2005,5400000
"21647","software",2010,2700000
"21648","semiconductor",2005,2e+07
"21649","software",2006,1e+07
"21650","mobile",2005,1e+07
"21651","games_video",2008,2e+07
"21652","mobile",2008,1e+07
"21653","biotech",2009,1.3e+07
"21654","software",2005,5e+06
"21655","software",2011,3e+06
"21656","mobile",2013,1500000
"21657","games_video",2007,1700000
"21658","games_video",2007,9e+06
"21659","games_video",2004,NA
"21660","games_video",2005,NA
"21661","enterprise",2008,2.2e+07
"21662","software",2008,1800000
"21663","advertising",2008,7500000
"21664","advertising",2010,7e+06
"21665","software",2006,9e+06
"21666","software",2006,6e+06
"21667","enterprise",2005,4100000
"21668","software",2005,4500000
"21669","biotech",2010,3190000
"21670","enterprise",2013,649400
"21671","software",2008,11600000
"21672","advertising",2007,7e+06
"21673","advertising",2006,3e+06
"21674","search",2006,5e+06
"21675","enterprise",2006,1e+07
"21676","enterprise",2010,4e+06
"21677","software",2005,7e+06
"21678","enterprise",2010,7e+06
"21679","web",2008,3e+06
"21680","mobile",2005,1.8e+07
"21681","mobile",2009,10900000
"21682","software",2010,8e+06
"21683","software",2011,1e+07
"21684","mobile",2013,4e+06
"21685","web",2004,1100000
"21686","web",2006,18500000
"21687","web",2008,6.5e+07
"21688","web",2007,1e+05
"21689","analytics",2007,1.2e+07
"21690","web",1997,3300000
"21691","software",2007,1e+07
"21692","semiconductor",2005,1.3e+07
"21693","public_relations",2006,3e+06
"21694","finance",2001,9e+07
"21695","mobile",2009,6500000
"21696","mobile",2012,3.5e+07
"21697","enterprise",2011,12600000
"21698","mobile",2007,3100000
"21699","software",2013,1e+06
"21700","advertising",2013,6e+05
"21701","web",2012,1e+06
"21702","news",2013,3e+05
"21703","hardware",2011,NA
"21704","software",2013,1e+06
"21705","web",2013,NA
"21706","enterprise",2013,1250000
"21707","semiconductor",2007,1.8e+07
"21708","software",2007,4e+06
"21709","public_relations",2008,14200000
"21710","software",2006,13750000
"21711","semiconductor",2007,1.1e+07
"21712","public_relations",2006,5e+07
"21713","public_relations",2005,1.6e+07
"21714","semiconductor",2005,1.1e+07
"21715","software",2005,6e+06
"21716","biotech",2007,3e+07
"21717","web",2009,NA
"21718","biotech",2013,14500000
"21719","medical",2012,2550000
"21720","medical",2012,150000
"21721","mobile",2006,5400000
"21722","ecommerce",1999,3e+06
"21723","mobile",2008,2.8e+07
"21724","software",2008,2.5e+07
"21725","mobile",2007,1.9e+07
"21726","network_hosting",2007,2.2e+07
"21727","mobile",2008,2e+07
"21728","software",2006,1e+07
"21729","mobile",2005,1.7e+07
"21730","mobile",2006,2.6e+07
"21731","mobile",2004,2e+07
"21732","mobile",2002,2.2e+07
"21733","software",2009,1e+06
"21734","public_relations",2006,1.1e+07
"21735","public_relations",2006,22200000
"21736","software",2005,1.5e+07
"21737","software",2011,1.2e+07
"21738","cleantech",2012,37300000
"21739","mobile",2013,5e+05
"21740","software",2005,3070000
"21741","other",2000,2036189
"21742","other",2005,2250000
"21743","biotech",2013,NA
"21744","software",2008,5500000
"21745","cleantech",2007,4e+06
"21746","cleantech",2009,1e+07
"21747","software",2010,4e+06
"21748","cleantech",2013,43744400
"21749","travel",2010,4e+06
"21750","advertising",2010,NA
"21751","transportation",2011,1.1e+07
"21752","advertising",2010,2500000
"21753","analytics",2011,1e+06
"21754","search",2011,4e+05
"21755","web",2011,9400000
"21756","advertising",2011,2e+06
"21757","analytics",2011,1e+06
"21758","search",2011,3800000
"21759","enterprise",2011,1500000
"21760","biotech",2011,3900000
"21761","security",2011,1e+07
"21762","advertising",2012,5250000
"21763","enterprise",2013,4125000
"21764","web",2011,13100000
"21765","analytics",2012,2.1e+07
"21766","enterprise",2012,1800000
"21767","search",2012,2e+07
"21768","news",2012,1750000
"21769","ecommerce",2012,1800000
"21770","mobile",2012,13900000
"21771","enterprise",2012,2.5e+07
"21772","real_estate",2012,1500000
"21773","web",2012,NA
"21774","software",2012,5e+06
"21775","advertising",2012,6500000
"21776","games_video",2013,1.6e+07
"21777","software",2013,NA
"21778","transportation",2013,13100000
"21779","mobile",2013,NA
